state,party4
california,democrat
california,independent
california,independent
california,democrat
california,republican
california,independent
california,democrat
california,democrat
california,independent
california,democrat
california,republican
california,independent
california,independent
california,republican
california,independent
california,independent
california,democrat
california,democrat
california,democrat
california,republican
california,democrat
california,republican
california,democrat
california,other\no preference\dk\refused
california,democrat
california,democrat
california,independent
california,democrat
california,independent
california,independent
california,democrat
california,republican
california,republican
california,democrat
california,democrat
california,democrat
california,independent
california,independent
california,democrat
california,republican
california,republican
california,democrat
california,democrat
california,other\no preference\dk\refused
california,independent
california,democrat
california,independent
california,independent
california,republican
california,republican
california,independent
california,independent
california,other\no preference\dk\refused
california,democrat
california,independent
california,independent
california,democrat
california,independent
california,independent
california,independent
california,republican
california,republican
california,other\no preference\dk\refused
california,democrat
california,republican
california,republican
california,independent
california,independent
california,independent
california,republican
california,democrat
california,independent
california,democrat
california,republican
california,republican
california,independent
california,republican
california,republican
california,republican
california,democrat
california,other\no preference\dk\refused
california,independent
california,republican
california,republican
california,republican
california,independent
california,republican
california,republican
california,independent
california,independent
california,republican
california,republican
california,independent
california,independent
california,independent
california,republican
california,democrat
california,independent
california,independent
california,democrat
california,democrat
california,republican
california,republican
california,independent
california,other\no preference\dk\refused
california,independent
california,democrat
california,republican
california,independent
california,republican
california,democrat
california,republican
california,independent
california,democrat
california,independent
california,democrat
california,democrat
california,democrat
california,democrat
california,democrat
california,other\no preference\dk\refused
california,other\no preference\dk\refused
california,democrat
california,democrat
california,democrat
california,independent
california,democrat
california,democrat
california,democrat
california,republican
california,republican
california,independent
california,republican
california,independent
california,republican
california,democrat
california,independent
california,democrat
california,independent
california,republican
